sample,THCA,OV,LUSC,LIHC,HNSC,UCEC,BRCA,LUAD,SKCM,STAD,CRC,ESCA,GBM,KIRC,CESC,KIRP,PRAD,BLCA,PAAD,LGG
SPAG11B,0.0014,0.0014,0.0014,0.0014,0.0014,0.0854,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
TNNT1,0.044,1.0227,1.3835,0.1257,6.0083,0.8488,0.5666,1.4808,0.517,0.2029,0.2998,0.0718,4.322,0.099,0.1903,0.1776,0.2207,0.3796,0.3589,4.322
XKR5,0.0014,0.099,0.03,0.0014,0.0158,0.2277,0.044,0.03,0.0158,0.0048,0.0158,0.0158,0.0158,0.03,0.0718,0.0218,0.2881,0.03,0.044,0.0158
MT-ND1,11.8166,11.8236,11.667,12.9455,11.6593,12.0033,12.5149,11.86,10.8579,12.7368,11.9287,12.849,13.0317,13.3552,11.6198,13.3666,11.8778,12.2142,12.3217,13.0317
CAMK1,3.6827,5.2136,3.8411,3.9892,2.1557,4.7746,3.9636,3.8867,3.971,2.9468,3.4277,1.8119,5.9172,3.9356,5.1728,4.1449,5.1233,4.1211,4.1988,5.9172
DEFA1,0.0718,0.5413,2.013,1.0292,0.1771,0.0854,0.1257,1.3901,0.0014,0.058,0.1388,0.0014,0.0014,0.1838,0.099,0.144,0.1115,0.346,0.6087,0.0014
H6PD,3.6612,5.1338,4.0014,3.717,3.3355,4.1458,4.2646,4.0286,3.3856,3.5687,3.4855,3.4224,1.9749,3.186,4.3527,3.2987,3.6301,3.335,4.309,1.9749
GRAMD1C,2.3536,0.7146,2.3294,2.5523,1.9667,1.8036,2.8076,2.4359,1.1183,1.7702,2.4144,2.0325,2.3843,4.0588,0.8883,3.9213,1.6581,1.2085,2.0113,2.3843
WFDC1,1.2085,1.0328,3.6111,1.2845,0.732,3.2328,0.8805,3.637,0.9862,3.5312,3.4765,2.4985,3.222,2.8013,4.1425,2.9423,5.5599,5.109,1.4516,3.222
RPS6KB1,3.1311,3.6832,2.96,1.9602,3.1377,3.0181,3.6277,2.971,2.8818,2.8489,2.7227,2.8641,2.8582,2.8331,2.9747,2.6067,3.1701,3.1572,2.9285,2.8582
KCNE4,1.9749,2.6464,1.115,0.5859,0.3231,3.1876,2.0395,1.0007,1.884,1.6067,0.9494,1.4282,1.3679,1.5514,2.9469,1.29,1.2198,2.5731,2.9565,1.3679
FCGR2B,2.118,1.0573,4.1715,3.9277,2.4212,1.8119,3.5994,3.9365,4.3498,2.7269,3.2587,1.4335,0.4657,1.4754,2.7139,1.5187,1.4114,2.9875,4.6805,0.4657
HOXC13,0.0014,0.0014,0.0014,0.0014,0.0704,0.0014,0.5763,0.0014,1.7532,0.0014,0.0014,0.0158,0.0014,0.0158,0.0158,0.0158,0.0158,0.2029,0.0048,0.0014
PHYKPL,4.7437,5.9869,4.3754,4.3261,3.2699,4.5148,4.5217,4.3848,4.295,3.9275,5.1178,3.7804,3.2312,3.8187,4.3242,4.3695,4.0458,4.0419,4.6177,3.2312
TRIM27,4.613,5.1111,4.2962,3.6866,3.6154,4.9778,4.7725,4.317,5.353,3.5981,4.048,3.4804,4.3082,4.0321,4.796,4.0449,4.658,4.3492,4.7022,4.3082
PHLDA2,2.561,1.0676,2.6995,1.0641,4.5928,1.2933,2.0039,2.5659,5.2765,4.0526,3.7603,2.5187,0.9192,1.8201,1.683,2.1956,4.0409,4.9454,2.9644,0.9192
CBL,1.6964,1.6441,2.2513,0.5271,1.5709,1.8995,2.5388,2.3564,2.5263,1.7532,1.7359,1.9073,2.3107,2.0003,1.8524,1.7891,1.5854,1.9339,2.0654,2.3107
SMAP1,3.8187,3.1442,3.7441,2.4623,4.0848,3.5923,3.7951,3.7888,3.3235,3.9365,4.616,3.5982,4.6282,3.5651,3.3577,3.3972,4.1351,3.7475,3.8015,4.6282
TERB2,0.03,0.0014,0.0014,0.3516,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014
RLN1,0.1648,0.0014,0.1257,0.0014,0.058,0.099,0.3346,0.1903,0.1776,0.099,0.1257,0.058,0.0718,0.3344,0.1124,0.2751,4.0048,0.0718,0.3473,0.0718
EVPL,3.0619,0.246,3.6268,0.044,6.5664,1.8957,1.9749,3.86,0.0158,2.1632,2.5338,1.5854,0.1776,2.7051,1.0151,2.9088,2.9204,4.3723,1.7269,0.1776
SMIM2,0.0014,0.0014,0.0218,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0854,0.0014,0.0014,0.1711,0.0014,0.1055,0.0014,0.0014,0.008,0.0014
RDH12,1.2147,0.099,0.4499,0.9568,3.3826,0.2762,0.3346,0.5568,2.2019,2.4116,0.1903,2.3194,0.9419,1.6592,0.1648,1.8884,0.9192,0.4447,1.0297,0.9419
IL27RA,2.1925,0.7874,3.2979,0.8162,1.9143,2.2989,3.1179,3.1797,4.0825,1.5634,1.816,1.0222,1.4859,2.0928,2.4465,2.019,2.0128,1.8444,3.4077,1.4859
OR10H1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0505,0.03,0.008,0.0014
BRDT,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.03,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
WDR70,3.9175,4.2465,3.6686,2.8809,3.4163,4.3527,4.1285,3.695,4.2118,2.8789,3.6805,2.2694,3.3134,3.3821,4.4129,3.2539,3.7909,3.9403,4.183,3.3134
TTC5,3.0127,2.694,2.7171,1.1897,2.136,2.5313,2.74,2.6715,2.9544,1.7974,2.293,1.5709,2.7572,2.9829,2.2783,2.7603,2.7714,2.0003,2.5253,2.7572
CENPH,1.5758,1.8898,1.6558,0.6239,2.5124,2.3953,2.4359,1.7273,3.4277,1.5338,2.5288,1.1897,1.1577,1.2145,2.4117,1.057,2.0637,2.1735,1.809,1.1577
EPB41L2,4.3463,6.3129,5.0648,2.3607,2.8641,4.868,5.5211,5.0409,4.656,3.7977,4.9006,3.3435,5.5598,3.9668,4.389,3.7193,3.3974,4.2166,5.1265,5.5598
C1orf35,3.6589,4.3882,2.8789,2.0165,3.1604,4.1392,2.8955,3.1491,3.8239,2.874,3.0944,2.2664,3.1987,2.5828,3.6669,3.0154,3.5336,3.2677,3.612,3.1987
LDHA,7.8092,6.9022,7.8539,8.3263,9.0567,7.2711,8.4036,7.7928,9.9489,8.2463,8.6755,6.8319,7.7021,8.4875,7.3752,7.964,7.3815,7.9834,8.2525,7.7021
XCL1,0.5469,0.0854,0.9752,0.3172,0.2277,0.605,0.6145,0.7664,2.561,0.5361,0.537,0.2029,0.0718,0.2338,0.3231,0.1452,0.2939,0.5568,0.3168,0.0718
RBM10,4.546,5.1029,4.0013,3.2796,4.0597,4.9189,4.1161,3.9682,4.5398,3.7225,4.4654,3.4424,4.402,3.9266,4.3779,4.1236,4.5524,4.2525,4.2759,4.402
DNMT3A,2.4623,3.7593,2.6522,1.2424,2.2082,3.0446,2.7868,2.5924,3.2825,2.364,2.7073,2.4728,2.6043,2.6089,2.6395,2.6208,2.5137,2.7205,3.3576,2.6043
CYP4F22,0.0718,0.03,0.3402,1.7338,3.6507,0.1257,2.2144,0.2881,0.2029,0.2878,0.1124,0.8961,0.0158,0.058,0.0854,0.0718,1.3565,2.8462,0.1599,0.0158
PDE5A,3.1955,2.7146,3.3443,0.5018,1.3225,3.4007,3.449,3.445,1.5013,2.839,3.3689,2.4063,1.3511,2.6417,2.8158,2.4127,4.2012,3.4264,3.0933,1.3511
ZNF304,2.5804,2.128,2.0395,0.7057,1.6852,2.1798,2.6556,2.1214,1.674,1.6327,1.3901,1.5661,2.2513,2.3063,1.8879,2.0447,2.2497,1.9712,1.8415,2.2513
ATP6AP2,7.3377,5.6175,6.3179,4.7793,5.6068,6.2358,6.3525,6.3468,6.4289,5.5154,5.906,4.5868,6.849,7.0709,6.3505,6.9136,6.2472,6.0016,6.2934,6.849
ATP23,2.7827,2.2128,2.3718,1.9034,2.4583,2.7721,3.0411,2.3704,2.9128,2.3592,3.772,1.5661,2.1925,2.5972,2.6066,2.5695,2.5136,2.6137,1.9187,2.1925
TREH,0.1903,0.0854,0.1257,1.7994,0.1991,0.044,0.1388,0.1648,0.03,1.1801,1.2875,0.4761,0.2522,2.4752,0.0158,3.8375,0.1648,0.2762,0.6427,0.2522
NOP16,3.325,4.0171,3.3039,3.4817,4.8938,3.872,3.6827,3.2662,4.8049,3.4122,4.0523,3.1162,3.4007,3.2699,3.5705,3.5036,3.4602,4.3406,4.0956,3.4007
HEY2,1.3283,2.287,1.224,1.674,1.0043,3.011,2.9581,1.2756,1.1833,0.804,0.6332,0.6517,1.8242,1.4678,1.6234,1.6137,0.745,0.9038,1.0393,1.8242
ACOX2,4.4588,4.4476,3.0968,6.7043,1.8976,3.8925,3.6905,3.2914,1.3454,3.1162,3.2297,1.6046,1.674,4.1574,3.9355,5.0425,3.7209,3.091,2.2995,1.674
ASUN,3.3192,2.9875,2.7508,2.5036,3.417,3.4609,3.3925,2.8321,4.6668,2.6576,2.9875,2.8055,2.2634,3.1661,3.1377,3.0091,3.1547,3.2855,3.3678,2.2634
MAJIN,0.3796,0.0645,0.1388,0.2642,0.03,0.099,0.0854,0.1388,0.6332,0.0066,0.058,0.03,0.0014,0.537,0.0014,0.7231,0.209,0.044,0.1173,0.0014
PROSER2,2.4198,1.595,2.992,3.5479,2.6336,1.9415,2.1047,3.0637,1.4911,2.3048,2.081,2.0111,0.5666,3.1906,1.4228,2.9696,3.135,2.2694,2.5186,0.5666
PPP1R7,5.8289,5.009,5.6064,4.6482,5.7444,5.4519,5.5305,5.6821,5.9465,5.2653,5.6949,4.5589,6.4311,5.5673,5.7971,5.4004,6.5392,5.7194,5.6379,6.4311
HNRNPA2B1,8.6047,9.2261,8.071,7.1884,8.0918,8.5629,8.1782,8.0878,9.2754,7.4765,8.3062,7.0646,7.993,8.3085,8.36,8.0679,8.1889,8.3625,8.419,7.993
OR51E2,0.044,0.2639,0.0014,0.0014,0.0158,0.2881,0.1124,0.0014,0.1124,0.0645,0.8082,0.03,0.058,0.2154,0.5568,0.2581,4.5165,0.1519,0.0517,0.058
CYP2E1,0.7493,2.2268,0.6285,11.4926,2.8488,1.0573,0.9115,0.605,0.5069,0.9752,0.3573,1.5165,2.5437,0.6239,1.0293,1.3788,1.2516,0.7407,0.9297,2.5437
PES1,4.9846,4.9773,4.7458,4.2239,5.0758,5.6197,4.8625,4.774,5.7754,3.9338,4.8279,3.5022,4.862,4.8269,5.6493,5.0086,5.0687,5.1551,5.3335,4.862
HSDL2,4.4142,4.5271,4.5769,5.2137,4.1555,4.298,4.7447,4.7061,3.3979,4.1703,4.541,3.863,3.8259,5.4011,3.7225,5.1295,4.1502,4.5784,3.3921,3.8259
PTCD3,4.1812,5.5247,3.7657,2.9938,3.7752,3.8228,4.3134,3.7539,4.2343,4.328,4.2033,4.0859,4.2965,4.2017,3.3549,4.1632,3.9393,3.6961,3.8573,4.2965
STARD5,2.1247,2.6185,1.9034,3.808,3.7699,2.6873,2.1638,1.6512,2.9729,3.0269,3.7951,1.3901,1.1833,1.2085,4.0654,1.3595,3.0799,3.4804,2.219,1.1833
TSPEAR,0.8164,0.0854,0.1519,0.044,0.03,0.1124,0.0854,0.1776,0.0854,0.0718,0.058,0.044,0.0718,0.044,0.058,0.0854,0.03,0.044,0.0854,0.0718
DNAJC8,6.1368,5.7443,5.7336,4.4102,5.2646,6.2448,5.8475,5.7406,6.6455,4.9161,5.425,4.197,5.8373,5.7827,6.3929,5.5761,5.8515,5.8107,5.8277,5.8373
SRRM1,5.1078,7.0643,4.9468,3.3661,4.7356,5.1231,5.3392,4.8778,4.9341,4.9555,4.6605,5.4239,4.7033,4.748,4.9955,4.7159,5.4043,4.6765,4.8858,4.7033
FLYWCH2,4.8905,4.4545,4.3674,2.5719,4.1832,5.1152,4.033,4.4169,4.6497,3.9026,4.2533,2.7422,4.136,4.1301,5.1185,4.5811,5.2404,4.3068,4.5531,4.136
NTM,0.6145,0.209,4.5545,0.099,0.6992,0.6608,2.5828,4.7313,0.3346,1.4201,1.4859,1.4228,5.7957,1.2873,0.6145,1.0552,0.7832,1.5806,4.5724,5.7957
LSM4,6.1425,5.3525,5.7299,5.1755,5.7977,5.97,5.3854,5.8465,6.6814,5.7165,6.6661,4.4443,6.2104,6.1516,5.7511,6.5402,6.2007,5.7428,6.078,6.2104
IFNA1,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.044,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
DDX3X,6.2772,6.4539,6.0877,4.7778,6.0654,6.0405,6.7296,6.1821,5.4568,5.5226,5.8677,5.9289,5.4016,5.9797,6.1737,5.8987,5.6165,6.3547,5.7722,5.4016
RPL41,10.7084,12.2617,10.3107,9.5159,10.6462,10.9608,10.9627,10.1673,11.1334,11.2294,10.6074,9.7174,8.89,10.0583,11.3781,9.9475,10.944,10.7351,10.3339,8.89
SERPINB3,0.0014,0.1257,0.9392,0.0014,7.4577,0.0014,0.0014,0.3907,0.0014,0.0014,0.0014,0.3115,0.0014,0.03,1.4547,0.0645,1.0565,1.2696,0.0066,0.0014
ASB2,0.6699,0.953,1.177,0.2762,1.6693,3.5547,0.8805,1.1316,3.2782,3.3573,3.2707,1.595,1.7617,0.4605,3.9756,0.5596,3.5034,3.5511,1.1854,1.7617
CD1C,0.9716,0.1124,2.4555,0.8164,1.7995,1.1897,1.4962,2.5876,3.4371,1.3102,1.6964,0.4016,0.0854,0.8528,2.0707,1.0039,1.1479,1.8119,2.5171,0.0854
MZT2A,6.3022,6.3657,4.7198,5.1926,5.7718,7.0811,5.1018,4.7447,5.9131,5.5402,5.748,4.3463,5.943,4.8965,6.6652,5.3757,6.4048,5.7717,6.0365,5.943
EXOSC7,5.1607,4.9191,4.5985,3.6491,4.6562,5.0488,4.5059,4.6177,5.0592,3.5325,4.101,3.1955,4.0001,4.8936,5.2223,4.9312,4.9211,4.7307,4.668,4.0001
RECQL5,5.0426,4.7832,3.1773,2.4753,3.9534,3.907,3.4129,3.2404,3.872,3.3297,3.3562,3.5374,3.1939,3.868,3.6532,4.2639,3.6592,4.2404,3.8678,3.1939
ZNF35,1.5854,1.4282,1.9111,0.5955,1.8484,1.8323,2.0673,1.9149,2.1509,1.7403,1.5415,1.7617,1.6093,1.7744,1.7532,1.6069,1.7575,1.9377,1.795,1.6093
OGDHL,4.57,1.0949,0.0783,5.2752,0.1898,1.9188,0.1124,0.0718,0.058,0.3389,0.8648,0.2277,4.7971,6.4874,0.3573,7.1648,1.5463,0.2642,0.897,4.7971
NOX1,0.0158,0.044,0.0718,0.0014,0.044,0.099,0.0158,0.099,0.044,0.099,5.4874,0.058,0.044,0.03,0.044,0.0158,0.5951,0.2029,0.0465,0.044
FGFBP1,0.9568,0.0854,2.6383,0.0014,7.9787,0.3346,2.118,2.1606,0.0014,1.1975,3.567,0.4233,0.0014,0.517,0.2522,0.512,0.8801,3.2601,0.5064,0.0014
FAM86C1,2.7422,1.6535,1.8281,1.0538,2.0307,2.2872,2.1638,1.7912,2.3592,1.8444,2.036,1.2516,1.3901,2.2345,2.1147,2.3981,2.1703,1.7744,1.9978,1.3901
PIGA,2.5087,2.4184,3.4082,1.3425,2.3843,1.9712,2.3366,3.5461,2.7721,1.4805,2.043,1.7828,1.8918,2.2983,2.0289,1.9913,2.0844,2.9581,2.5644,1.8918
MNT,2.8522,3.7992,2.7826,1.1897,2.9857,3.0585,2.8422,2.7679,2.9051,3.1059,2.7161,2.7095,3.9459,2.2284,3.0978,2.584,2.772,3.3307,3.2464,3.9459
MSANTD3,3.7138,2.8432,3.4668,2.2314,3.0876,3.506,3.1327,3.3883,4.3931,3.105,2.6184,2.4198,3.474,3.2101,3.7951,3.1275,3.2826,3.2958,4.1997,3.474
OR2V2,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
PLOD1,5.246,5.428,5.2384,5.3581,4.1997,5.9885,5.4641,5.0466,6.4833,4.8798,4.728,3.7582,4.0654,5.2897,5.7374,5.4603,5.5196,4.986,6.0772,4.0654
CD79B,1.0151,0.6425,2.338,1.3955,1.4036,2.9224,2.4518,2.0639,7.0795,1.9134,3.0619,0.6699,0.346,2.043,3.9856,2.0806,1.9675,2.4883,2.7052,0.346
FARS2,3.9865,2.7562,3.5054,2.7836,3.1531,3.4464,3.4075,3.5123,3.8511,2.6873,3.3492,2.2723,2.878,3.6107,3.3192,3.6888,3.3619,3.4264,3.3376,2.878
DDX60L,2.3194,3.0056,2.8896,1.583,1.4065,2.5087,2.6441,2.7763,3.6336,2.5499,2.6556,2.0741,1.0222,1.6535,2.1767,1.5489,1.9545,1.9859,2.5572,1.0222
VNN2,0.4761,0.5469,2.7582,1.2177,0.5469,0.3796,0.7999,2.5536,3.3605,1.2153,1.5165,0.346,0.2154,1.2637,0.24,0.9825,1.0184,1.1316,4.1959,0.2154
RCN3,2.7358,5.2087,3.4054,2.6232,2.0216,5.2273,4.1804,3.0705,5.1322,3.2903,3.2752,1.9263,2.0003,2.4526,5.5957,2.865,3.049,4.327,6.1034,2.0003
PPP4C,5.569,5.0661,5.7953,5.3922,6.1899,5.722,5.331,5.7779,6.2254,5.8415,6.1733,4.2624,4.6012,5.4581,5.5097,5.6828,5.7374,6.1599,6.0998,4.6012
JAKMIP3,0.24,1.621,0.1124,0.0158,0.0505,0.3115,0.4761,0.099,0.058,0.1124,0.099,0.2522,2.2206,0.058,0.4865,0.058,0.6471,0.24,0.183,2.2206
ALDOA,9.3826,9.3061,9.1256,6.7073,10.4314,9.186,9.1949,8.9624,10.1713,9.5241,10.3537,8.4455,10.6388,9.6585,9.2544,9.833,9.5966,9.916,9.0174,10.6388
CTAGE6,0.0014,0.058,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.099,0.0014,0.0014,0.044,0.0014,0.0014,0.058,0.0014,0.0014,0.0158,0.0014,0.0014
NCEH1,2.2206,0.9381,4.0126,0.9152,1.973,2.0325,2.5585,3.9737,2.7551,2.3811,3.3994,2.376,4.2381,3.7835,1.6093,3.6009,2.5436,2.0945,3.9065,4.2381
RFX4,0.1903,0.0158,0.044,0.0014,0.0014,0.0014,0.03,0.03,0.0014,0.0014,0.0158,0.0158,3.1685,0.0158,0.0014,0.0158,0.0363,0.0014,0.0537,3.1685
NRAP,0.0014,0.1124,0.0158,0.1124,3.3614,0.03,0.0158,0.0158,0.0014,0.0158,0.2154,0.044,0.4016,0.044,0.0014,0.0505,0.0645,0.0014,0.0563,0.4016
ZFYVE28,2.7292,2.83,2.1013,1.3595,1.8742,2.1767,2.0979,1.9377,2.2113,1.9854,3.1765,2.0569,3.6838,2.4597,1.7009,2.7822,1.8282,2.0218,2.2869,3.6838
RCAN3,3.074,0.4605,2.5936,0.5763,2.9174,1.6964,2.8955,2.6184,3.417,2.835,2.3366,2.5137,1.105,2.4252,1.7316,2.213,4.593,2.4649,3.0619,1.105
GALC,3.9552,3.6821,4.1351,1.876,1.8089,3.1096,3.6137,4.2472,3.1128,2.8217,3.2601,2.6828,3.7399,3.8764,2.7161,3.7209,3.6404,2.6962,3.6293,3.7399
ZNF451,3.4102,3.6612,3.0411,1.8643,2.4248,3.0637,3.4318,3.1311,2.6579,2.4687,2.5924,3.011,2.9893,3.0172,3.0533,2.7845,3.1596,2.9618,2.7738,2.9893
RNF24,2.1345,2.0945,2.53,0.4015,2.1394,2.3788,2.8896,2.5462,2.7868,2.2782,1.4808,2.2783,3.2885,2.6873,2.1214,2.394,2.7281,2.0218,2.6698,3.2885
DROSHA,4.3999,5.2308,3.7571,3.1237,3.6566,5.2917,4.504,3.9534,4.9946,3.3647,4.1416,3.4048,4.3406,3.9769,5.0392,3.8273,4.1429,4.3096,4.5633,4.3406
BCL7C,4.7231,4.7317,4.1379,2.9912,3.8852,5.2765,4.1603,4.2343,4.7099,4.6139,4.3792,3.5461,3.2721,4.5308,5.5997,4.8176,4.5796,4.6136,4.6635,3.2721
LEMD2,4.9256,5.6233,4.5417,3.2677,4.3248,4.9695,4.4964,4.5553,5.1938,3.8456,4.7121,3.8106,4.1416,4.1519,5.0713,4.3762,4.5759,4.4323,4.9596,4.1416
BTLA,0.3907,0.0718,0.6239,0.1124,0.24,0.2277,0.6239,0.6517,3.3952,0.5298,0.8568,0.2642,0.058,0.1648,0.1519,0.1388,0.2025,0.4552,0.8525,0.058
HES7,0.1648,0.6096,0.03,0.0014,0.0158,0.0854,0.03,0.03,0.044,0.0363,0.0014,0.0014,0.24,0.0158,0.099,0.0158,0.0158,0.044,0.092,0.24
PRDM10,1.5013,1.7744,1.3225,0.5568,1.3021,1.4065,1.6964,1.2933,1.3623,1.6718,1.5465,1.4547,1.642,1.3623,1.1316,1.2636,1.4518,1.1833,1.4001,1.642
VPS18,3.4635,2.5995,3.5155,2.4049,3.112,3.3979,3.1923,3.4945,3.8789,2.946,3.1344,2.5972,3.7485,3.5356,3.5312,3.7688,3.4707,3.623,3.8154,3.7485
UQCRB,8.0009,8.3074,7.4584,7.2156,7.4416,8.5195,7.8482,7.4712,8.1437,7.5214,7.8194,6.546,7.4236,8.1694,8.8284,7.9663,7.6858,8.3117,7.7821,7.4236
FAM69B,3.074,3.2944,3.1112,1.7381,0.8804,4.3752,2.4035,3.2481,3.287,1.5998,1.5661,1.2147,4.3134,2.8789,3.4411,3.2739,2.7983,1.9377,1.984,4.3134
PRRT1,2.7444,5.3194,1.4909,1.1282,1.4011,3.4061,2.5087,1.4859,2.753,2.1489,2.1313,1.7828,6.4866,2.205,3.3577,2.3408,2.7227,2.6066,1.5362,6.4866
RNF5,5.8836,5.3797,5.2643,5.8754,4.7537,5.8001,5.1457,5.2694,5.9136,5.8458,6.1655,4.6725,5.394,6.344,5.9748,6.462,5.9247,5.2608,5.4017,5.394
ONECUT1,0.0014,0.0014,0.0014,1.3913,0.0014,0.0014,0.0014,0.0014,0.058,0.044,0.0014,0.0014,0.1124,0.0158,0.0014,0.0014,0.0014,0.0014,1.0166,0.1124
POTEC,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0158,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
CCDC63,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
CDK8,2.4252,2.6429,2.3704,2.0254,2.7583,2.77,2.6161,2.4252,2.7508,2.3578,3.3192,2.5388,2.7358,2.5634,2.8955,2.5263,2.8808,2.9526,2.9318,2.7358
PCBP3,0.2642,2.0707,1.0573,0.2821,0.5512,2.8442,1.3109,0.9268,1.2455,1.2485,1.2085,0.5666,3.2572,1.2231,2.1703,0.8881,0.6144,0.8407,2.3083,3.2572
LAMA1,2.1638,1.9245,0.4966,0.1711,0.1829,1.1577,1.5612,0.537,0.1776,0.1452,2.7742,0.1257,1.177,2.1197,0.4233,1.8937,0.3685,0.4016,1.0648,1.177
RIC8B,3.3965,3.0472,2.2253,1.5291,1.4174,2.5779,2.9526,2.2573,2.2872,1.7838,2.233,1.7659,2.8137,2.8096,2.5412,2.7171,2.501,2.3788,2.6383,2.8137
PLK3,3.1278,3.9415,4.4725,2.5242,3.8595,3.3163,3.9031,4.2166,4.0117,2.9989,2.4439,3.2572,2.8055,2.3162,3.8023,2.8082,2.3091,4.5988,4.2019,2.8055
MPLKIP,1.9602,1.6897,1.4573,2.0535,1.5064,2.0003,1.6046,1.5902,2.1444,1.2845,1.884,0.8648,1.3397,1.8976,1.683,1.9358,1.751,1.5315,1.738,1.3397
LIPJ,0.1648,0.0718,0.0505,0.0854,0.03,0.044,0.2029,0.044,0.03,0.0014,0.058,0.0718,0.1124,0.0854,0.0158,0.0783,0.099,0.0158,0.0583,0.1124
EN1,0.0158,0.0014,0.0014,0.0014,0.03,0.0014,1.0222,0.0014,1.1381,0.0014,0.0014,0.0014,0.0014,0.0158,0.0718,0.0048,0.0158,0.0014,0.1691,0.0014
PEMT,5.022,4.5889,4.2765,6.5724,4.2129,5.2608,4.7955,4.2803,4.2884,4.2461,3.7039,3.1475,4.174,4.124,4.4006,4.6471,4.8972,3.8106,4.436,4.174
TRIM51,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,1.2209,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
WNK4,0.0718,2.1846,0.1388,0.058,0.4966,0.537,1.9895,0.1776,2.8602,0.9303,3.3897,1.8444,0.3346,4.7191,0.0718,4.8379,3.6705,0.099,0.2331,0.3346
LNPEP,2.7465,2.6839,2.5852,1.0745,2.4844,2.5852,3.3675,2.7139,2.651,2.3787,2.3704,2.7636,2.7095,3.391,2.5852,2.9625,3.0705,2.7422,2.6257,2.7095
PXT1,0.03,0.044,0.044,0.0048,0.0158,0.0158,0.044,0.03,0.0718,0.0158,0.0158,0.0158,0.1388,0.03,0.03,0.03,0.0363,0.03,0.1055,0.1388
MRPL22,5.0396,4.7552,4.6548,4.6759,4.7533,5.1692,4.8778,4.6815,5.2799,4.7809,5.0622,4.0514,4.3674,4.9982,5.126,5.0331,4.8798,4.7682,4.8844,4.3674
SLC7A11,0.7748,0.2642,0.4334,0.0218,1.0772,0.3231,0.2881,0.434,0.1776,0.7874,0.434,1.2933,2.4985,0.0854,0.044,0.058,0.384,0.7146,0.3344,2.4985
NCAN,0.0854,0.0158,0.0014,0.0158,0.0158,0.0014,0.0158,0.0014,0.0158,0.0158,0.044,0.0014,6.1028,0.0014,0.0014,0.0048,0.0158,0.0014,0.0218,6.1028
GABRA3,0.0014,0.0014,0.0158,0.0014,0.6137,0.044,0.0014,0.0014,0.8246,0.03,0.0854,0.044,4.1571,0.0158,0.0158,0.0158,0.1648,0.6425,0.0158,4.1571
DOCK10,1.4962,3.8865,3.1709,1.2952,1.4936,1.9786,2.7827,3.0056,4.3096,1.6397,2.5163,1.0293,4.0558,1.816,1.9822,1.7891,1.2051,1.642,3.4409,4.0558
DHDDS,4.1619,3.6612,3.8626,2.8994,4.1182,3.6113,4.5478,3.8075,4.1392,3.7215,5.098,3.5186,4.1474,4.4973,3.6805,4.4852,4.0259,3.9022,3.9307,4.1474
C10orf90,0.1257,0.058,0.0014,0.058,0.1388,0.0014,1.642,0.0014,3.2707,0.0218,0.044,0.044,2.909,0.1055,0.0014,0.0854,0.058,0.058,0.1287,2.909
MGA,2.5263,2.8249,1.984,0.8527,1.8444,2.2694,2.7249,2.0465,1.8762,1.8242,1.7403,2.1703,1.8323,2.3536,1.9895,2.0288,2.339,2.0569,2.011,1.8323
RMI2,1.7009,1.8077,1.6762,0.6514,2.4416,2.0325,1.6093,1.614,4.3292,2.3646,3.2511,0.8164,1.2993,2.236,2.0075,2.0996,1.9949,2.4597,2.6988,1.2993
GALNT16,1.6786,1.3225,1.4907,0.762,0.8325,1.692,3.3773,1.2637,1.5612,1.4832,1.2271,0.8327,4.0619,2.4583,2.1114,2.5511,2.0873,1.2875,1.9241,4.0619
