sample,BLCA,BRCA,CESC,CRC,ESCA,GBM,HNSC,KIRC,KIRP,LGG,LIHC,LUAD,LUSC,OV,PAAD,PRAD,SKCM,STAD,THCA,UCEC
TTC5,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.98
CENPH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.89,1.0,1.0,1.0,0.98,1.0,0.99,1.0,0.99,1.0
EPB41L2,0.98,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0
C1orf35,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LDHA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XCL1,0.57,0.14,0.43,0.07,0.43,0.01,0.43,0.33,0.05,0.0,0.17,0.25,0.78,0.37,0.07,0.02,0.24,0.22,0.11,0.34
RBM10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DNMT3A,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
CYP4F22,0.62,0.43,0.15,0.01,0.34,0.01,0.56,0.01,0.01,0.0,0.65,0.01,0.14,0.01,0.04,0.1,0.08,0.02,0.0,0.03
PDE5A,0.88,0.95,0.85,0.98,0.97,0.93,0.67,0.99,0.89,0.89,0.25,0.98,0.94,0.72,0.99,0.99,0.64,0.99,1.0,0.83
ZNF304,0.95,0.99,0.62,0.31,0.96,1.0,0.92,0.98,0.89,0.99,0.57,0.95,0.98,0.97,0.94,0.99,0.95,0.87,0.99,0.86
ATP6AP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ATP23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.95,0.98,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0
TREH,0.03,0.0,0.05,0.23,0.03,0.0,0.01,0.4,0.57,0.0,0.41,0.06,0.0,0.0,0.3,0.0,0.0,0.17,0.09,0.19
NOP16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HEY2,0.18,0.75,0.44,0.2,0.45,0.96,0.57,0.94,0.74,0.99,0.68,0.25,0.44,0.94,0.56,0.6,0.74,0.54,0.98,0.74
ACOX2,0.45,0.92,0.34,0.99,0.61,0.99,0.41,0.98,0.93,0.97,0.99,0.97,0.69,0.91,0.97,0.9,0.49,0.8,1.0,0.82
ASUN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MAJIN,0.02,0.04,0.51,0.01,0.01,0.0,0.09,0.1,0.47,0.0,0.05,0.16,0.01,0.39,0.04,0.07,0.02,0.03,0.03,0.18
PROSER2,0.98,0.95,0.93,0.91,0.96,0.07,0.99,0.97,0.94,0.03,0.99,0.99,0.99,1.0,0.96,1.0,0.71,0.93,0.99,1.0
PPP1R7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HNRNPA2B1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR51E2,0.01,0.01,0.01,0.1,0.01,0.01,0.01,0.4,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.98,0.0,0.0,0.0,0.01
CYP2E1,0.19,0.33,0.58,0.14,0.56,0.3,0.47,0.3,0.38,0.83,0.95,0.43,0.43,0.52,0.68,0.58,0.13,0.44,0.43,0.49
PES1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HSDL2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PTCD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
STARD5,0.98,0.98,0.97,1.0,0.99,0.6,1.0,0.98,0.95,0.37,0.97,0.99,1.0,0.9,0.98,1.0,0.94,0.99,0.98,0.87
TSPEAR,0.03,0.02,0.02,0.13,0.05,0.0,0.02,0.01,0.0,0.0,0.01,0.03,0.07,0.02,0.03,0.0,0.01,0.06,0.12,0.04
DNAJC8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SRRM1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FLYWCH2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NTM,0.71,0.96,0.51,0.77,0.75,1.0,0.81,0.81,0.38,1.0,0.2,0.94,0.93,0.56,0.97,0.51,0.49,0.83,0.73,0.39
LSM4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IFNA1,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0
DDX3X,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RPL41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SERPINB3,0.59,0.06,0.93,0.06,0.69,0.0,0.97,0.0,0.03,0.01,0.02,0.36,0.86,0.07,0.52,0.28,0.18,0.22,0.02,0.13
ASB2,0.49,0.24,0.8,0.47,0.64,0.09,0.84,0.56,0.26,0.12,0.13,0.54,0.75,0.32,0.52,0.91,0.82,0.7,0.16,0.61
CD1C,0.31,0.46,0.38,0.26,0.27,0.06,0.44,0.44,0.36,0.01,0.27,0.74,0.46,0.18,0.8,0.47,0.33,0.44,0.56,0.19
MZT2A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EXOSC7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RECQL5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZNF35,1.0,1.0,0.96,0.99,1.0,1.0,0.98,0.97,0.88,1.0,0.43,0.97,0.99,1.0,0.97,0.99,0.75,1.0,0.98,0.98
OGDHL,0.26,0.08,0.25,0.19,0.31,0.66,0.27,0.97,0.97,0.77,0.92,0.22,0.48,0.96,0.5,0.65,0.25,0.29,0.89,0.9
NOX1,0.14,0.0,0.02,0.98,0.18,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.02,0.0,0.2,0.1,0.0,0.35,0.01,0.0
FGFBP1,0.61,0.16,0.93,0.92,0.87,0.0,0.99,0.03,0.27,0.01,0.01,0.66,0.94,0.45,0.81,0.2,0.17,0.48,0.54,0.59
FAM86C1,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.99,1.0,0.87,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PIGA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.92,1.0,1.0,0.97,0.99,0.99,0.96,1.0,1.0,0.98
MNT,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MSANTD3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR2V2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD79B,0.66,0.81,0.68,0.65,0.43,0.33,0.72,0.97,0.54,0.06,0.87,0.94,0.84,0.51,0.88,0.82,0.84,0.72,0.92,0.68
FARS2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DDX60L,0.97,0.99,0.99,0.99,0.99,1.0,0.98,0.99,1.0,0.94,0.88,0.99,0.97,0.97,0.98,0.99,0.93,0.99,0.99,0.95
VNN2,0.25,0.36,0.41,0.35,0.4,0.66,0.35,0.92,0.63,0.15,0.7,0.81,0.63,0.41,0.9,0.54,0.43,0.71,0.15,0.34
RCN3,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PPP4C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
JAKMIP3,0.02,0.09,0.03,0.0,0.17,0.09,0.06,0.0,0.0,0.6,0.0,0.09,0.28,0.0,0.02,0.19,0.0,0.0,0.0,0.02
ALDOA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTAGE6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
NCEH1,0.98,0.99,1.0,1.0,0.99,0.99,0.95,1.0,1.0,0.98,0.56,1.0,1.0,0.99,0.99,0.99,0.85,1.0,0.99,0.99
RFX4,0.0,0.01,0.01,0.0,0.02,0.97,0.01,0.0,0.0,1.0,0.0,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.0,0.03
NRAP,0.0,0.0,0.01,0.01,0.0,0.0,0.3,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.09,0.01,0.0,0.01,0.06
ZFYVE28,0.88,0.93,0.87,0.98,0.91,1.0,0.83,0.99,0.97,1.0,0.73,0.96,0.87,0.89,1.0,0.98,0.93,0.99,1.0,0.86
RCAN3,0.99,1.0,1.0,1.0,1.0,0.75,1.0,0.95,0.77,0.28,0.53,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.98
GALC,0.96,1.0,0.99,0.94,0.94,1.0,0.88,1.0,0.99,0.98,0.76,1.0,0.98,1.0,1.0,0.99,0.97,1.0,1.0,0.96
ZNF451,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,0.99
RNF24,1.0,1.0,0.99,0.98,1.0,1.0,1.0,0.99,0.96,1.0,0.44,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
DROSHA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BCL7C,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LEMD2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BTLA,0.11,0.23,0.12,0.06,0.08,0.01,0.12,0.16,0.04,0.01,0.04,0.35,0.23,0.07,0.25,0.06,0.27,0.21,0.13,0.1
HES7,0.02,0.01,0.04,0.01,0.04,0.03,0.04,0.0,0.0,0.1,0.0,0.03,0.01,0.0,0.01,0.0,0.03,0.04,0.02,0.01
PRDM10,0.88,0.95,0.89,0.99,1.0,0.87,0.88,0.84,0.64,0.96,0.37,0.92,0.96,0.82,0.92,0.91,0.77,0.98,0.88,0.81
VPS18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
UQCRB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM69B,0.63,0.93,0.36,0.47,0.86,1.0,0.48,0.93,0.37,1.0,0.95,0.95,0.84,1.0,0.93,1.0,0.96,0.85,0.99,0.98
PRRT1,0.97,0.97,0.95,0.92,0.9,1.0,0.72,0.93,0.96,1.0,0.64,0.5,0.87,1.0,0.98,0.99,0.99,0.95,0.96,0.99
RNF5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONECUT1,0.01,0.0,0.01,0.0,0.04,0.01,0.0,0.0,0.01,0.01,0.83,0.14,0.02,0.01,0.42,0.0,0.15,0.09,0.0,0.02
POTEC,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0
CCDC63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
PCBP3,0.18,0.24,0.13,0.55,0.34,0.73,0.36,0.17,0.26,0.96,0.11,0.53,0.47,0.33,0.86,0.47,0.45,0.49,0.02,0.25
LAMA1,0.31,0.37,0.21,0.22,0.33,0.73,0.55,0.93,0.92,0.76,0.06,0.16,0.67,0.5,0.33,0.1,0.83,0.14,0.88,0.79
RIC8B,1.0,1.0,1.0,1.0,0.99,1.0,0.97,1.0,1.0,1.0,0.97,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,0.97
PLK3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0
MPLKIP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,1.0,1.0,1.0,0.98
LIPJ,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01
EN1,0.21,0.38,0.33,0.01,0.4,0.72,0.61,0.02,0.06,0.16,0.02,0.01,0.4,0.01,0.06,0.0,0.29,0.02,0.0,0.07
PEMT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TRIM51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
WNK4,0.17,0.7,0.32,0.98,0.42,0.18,0.08,0.44,0.38,0.1,0.35,0.12,0.16,0.08,0.3,0.98,0.68,0.55,0.01,0.16
LNPEP,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.88,1.0,1.0,0.99,0.99,1.0,0.95,1.0,1.0,0.98
PXT1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
MRPL22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SLC7A11,0.28,0.25,0.36,0.87,0.91,0.98,0.7,0.05,0.12,0.99,0.21,0.64,0.73,0.5,0.58,0.48,0.31,0.71,0.3,0.56
NCAN,0.0,0.03,0.0,0.0,0.0,0.98,0.0,0.0,0.0,1.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.02
GABRA3,0.59,0.08,0.28,0.08,0.44,0.51,0.42,0.01,0.02,0.93,0.08,0.19,0.74,0.22,0.02,0.01,0.5,0.21,0.0,0.17
DOCK10,0.66,0.98,0.86,0.76,0.83,1.0,0.85,0.99,0.83,1.0,0.53,0.97,0.89,0.73,0.96,0.65,0.99,0.88,0.95,0.65
DHDDS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
C10orf90,0.05,0.08,0.01,0.0,0.02,0.75,0.02,0.01,0.0,0.88,0.05,0.03,0.07,0.0,0.0,0.0,0.92,0.0,0.05,0.01
MGA,0.98,0.98,0.99,0.98,1.0,0.98,0.95,0.98,0.91,0.98,0.63,0.98,1.0,0.98,0.98,1.0,0.94,0.99,0.99,0.94
RMI2,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,0.99,0.77,0.88,1.0,1.0,1.0,0.97,0.96,1.0,1.0,0.99,1.0
GALNT16,0.14,0.81,0.19,0.06,0.15,0.98,0.1,0.65,0.79,1.0,0.17,0.18,0.1,0.47,0.65,0.92,0.23,0.34,0.76,0.6
CLEC3A,0.08,0.38,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.18,0.0,0.01,0.0,0.01
UROD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
VPS45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NLGN3,0.08,0.04,0.04,0.02,0.1,0.99,0.02,0.01,0.07,1.0,0.0,0.04,0.06,0.29,0.35,0.72,0.42,0.2,0.0,0.18
ARFGEF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GDF9,0.04,0.16,0.0,0.0,0.02,0.17,0.0,0.02,0.13,0.48,0.0,0.01,0.02,0.1,0.03,0.03,0.02,0.02,0.01,0.09
MAGEE2,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.48,0.0,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0
USP18,0.99,1.0,0.99,0.98,0.99,1.0,1.0,0.98,0.99,1.0,0.99,1.0,1.0,1.0,0.99,1.0,0.97,0.99,1.0,0.98
SOSTDC1,0.11,0.39,0.24,0.66,0.62,0.09,0.51,0.32,0.73,0.16,0.09,0.28,0.76,0.6,0.35,0.18,0.34,0.4,0.1,0.52
ZNF850,0.15,0.1,0.05,0.08,0.19,0.14,0.02,0.01,0.01,0.04,0.03,0.11,0.12,0.3,0.01,0.17,0.24,0.28,0.0,0.22
AKAP4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
CAND1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KCNJ5,0.12,0.4,0.1,0.05,0.13,0.53,0.21,0.65,0.47,0.45,0.16,0.4,0.35,0.55,0.39,0.22,0.21,0.2,0.52,0.17
KCNJ11,0.14,0.85,0.38,0.65,0.35,0.61,0.24,0.15,0.85,0.92,0.39,0.64,0.38,0.74,0.71,0.99,0.04,0.56,0.97,0.78
CRYBB1,0.07,0.09,0.03,0.03,0.01,0.8,0.01,0.19,0.17,0.78,0.03,0.11,0.05,0.17,0.13,0.01,0.12,0.03,0.01,0.2
CAPN3,0.86,0.71,0.97,0.88,0.76,0.99,0.8,0.96,0.97,1.0,0.93,0.91,0.87,0.7,0.95,0.82,0.99,0.67,0.95,0.87
CA10,0.02,0.02,0.04,0.01,0.01,0.58,0.0,0.04,0.09,0.94,0.01,0.19,0.04,0.02,0.04,0.03,0.03,0.01,0.01,0.19
TRAF3IP2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MEP1A,0.03,0.0,0.02,0.94,0.26,0.0,0.0,0.0,0.0,0.01,0.23,0.02,0.0,0.0,0.11,0.0,0.0,0.48,0.0,0.01
AGXT2,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.9,0.77,0.0,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
POGK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OR5M8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKACB,0.99,0.99,0.98,0.99,0.99,1.0,0.97,1.0,1.0,1.0,0.98,1.0,1.0,0.97,1.0,1.0,0.98,0.99,1.0,0.98
BCAP29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CLCA4,0.52,0.02,0.62,0.38,0.44,0.08,0.63,0.0,0.01,0.28,0.0,0.02,0.44,0.0,0.04,0.14,0.06,0.07,0.0,0.08
RLBP1,0.03,0.04,0.02,0.05,0.03,0.85,0.03,0.0,0.0,0.69,0.0,0.01,0.02,0.0,0.01,0.0,0.74,0.02,0.0,0.04
HOOK3,0.99,0.99,0.95,0.97,1.0,1.0,0.97,0.99,0.95,1.0,0.74,1.0,1.0,0.99,0.98,0.99,0.93,1.0,1.0,0.96
DHX15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
SNX19,0.99,1.0,0.94,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IL4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
ATAD3C,0.8,0.71,0.72,0.49,0.43,0.55,0.51,0.8,0.85,0.18,0.24,0.93,0.7,0.94,0.85,0.66,0.19,0.4,1.0,0.71
CCDC188,0.1,0.02,0.02,0.07,0.0,0.29,0.01,0.09,0.01,0.39,0.0,0.05,0.02,0.09,0.12,0.03,0.18,0.01,0.01,0.31
RPF1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RAD54L,0.98,0.9,1.0,1.0,0.99,0.93,1.0,0.35,0.38,0.46,0.5,0.83,0.99,0.99,0.77,0.33,0.97,0.92,0.39,0.98
CHORDC1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99
SLC18A2,0.03,0.16,0.07,0.01,0.06,0.0,0.04,0.13,0.23,0.0,0.04,0.33,0.08,0.0,0.25,0.28,0.01,0.16,0.03,0.11
ZNF180,0.97,0.99,0.98,0.99,0.99,0.98,0.92,0.98,0.83,0.99,0.74,0.98,0.98,0.94,0.97,1.0,0.83,0.99,0.98,0.95
ATP6V0E1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OGN,0.21,0.75,0.12,0.28,0.44,0.33,0.19,0.29,0.11,0.22,0.21,0.47,0.21,0.47,0.8,0.95,0.16,0.64,0.37,0.19
BTBD16,0.59,0.0,0.06,0.44,0.2,0.04,0.1,0.81,0.47,0.21,0.54,0.18,0.06,0.01,0.45,0.0,0.05,0.33,0.0,0.09
N4BP1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TBX19,0.62,0.53,0.73,0.37,0.72,0.56,0.32,0.79,0.63,0.15,0.18,0.73,0.76,0.9,0.81,0.23,0.62,0.48,0.4,0.86
JMY,0.91,0.97,0.96,0.96,0.96,0.98,0.95,0.86,0.96,1.0,0.82,0.96,0.99,0.91,0.94,1.0,0.81,0.96,1.0,0.93
HMGB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISLR2,0.06,0.18,0.09,0.16,0.23,0.39,0.14,0.02,0.01,0.5,0.04,0.21,0.2,0.25,0.61,0.09,0.11,0.32,0.13,0.48
MYH7,0.0,0.01,0.0,0.0,0.0,0.54,0.34,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.01,0.11,0.01,0.0,0.01,0.01
DUS4L,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,0.97,1.0,1.0,0.99
AKR1C2,0.96,0.77,0.83,0.86,0.94,0.45,0.99,0.97,0.99,0.86,0.99,0.92,0.99,0.42,0.97,0.68,0.39,0.85,0.51,0.55
ADCY2,0.11,0.59,0.11,0.12,0.22,0.99,0.31,0.43,0.71,1.0,0.01,0.09,0.35,0.12,0.65,0.96,0.48,0.36,0.04,0.1
TMEM86B,0.98,0.71,0.99,0.8,0.91,0.96,0.87,0.79,0.97,0.93,0.99,0.87,0.88,0.9,0.95,0.86,0.93,0.95,0.97,0.99
RGS20,0.51,0.07,0.66,0.02,0.5,0.92,0.89,0.13,0.24,0.91,0.03,0.32,0.67,0.19,0.08,0.01,0.96,0.04,0.25,0.36
EIF3I,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TPO,0.05,0.18,0.06,0.04,0.09,0.01,0.07,0.0,0.02,0.0,0.0,0.02,0.08,0.01,0.15,0.1,0.02,0.11,0.99,0.01
HMGB2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAM185A,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.99,1.0,0.96,1.0,1.0,0.99
